"sentiment","text"
"neutral","  merkel schliet groe koalition nicht aus mit einem schlag macht sie den wahlkampf der  spd kaputt "
"neutral","deep down neue info haeppchen zu setting waffen und gegner deep down fr ps verfgt zwar ber ein mittelalt "
"neutral","er kann es nicht lassen xavier naidoo doch wieder mit musikshow im tv  xavier naidoo kann einfach nicht au "
"negative","jeden morgen das gejammer dass der braune biozucker klumpt jeden morgen diese entklumpungsaktion alte  hau dir doch nen klumpen rein  "
"neutral","  rt  fb katholische kirche schreibt missbrauchsstudie neu aus anfang hatte die katholische k "
"neutral","norma mainzer landstrae penny erdnuss fl b erdnsse black p b summe eur eur bar eur rckgeld bar eur "
"neutral","  fussball treueschwur von bvbboss watzke wrde niemals jrgen klopp entlassen niemals nie jrgen klopp "
"neutral","viva einschalten"
"neutral"," total war nur halt komplett besoffen nach einer runde minuten"
"neutral","  onedirection schafft was  doctorwho nicht schafft premiere in london    "
"neutral","soothing region kitchen  classic kitchen ideas  country kitchen design"
"neutral","klassiker rt stell dir vor du stirbst heut nacht was machst du  beerdigungsredetool als blockadelser  sinnfrage  ksk "
"neutral","urin der vergessene superdnger  "
"neutral","  gwm  s dr deimel stellt fragen an herrn wolff zu konkreten messwerten bei berger quellen "
"negative","  bucks  dilemma"
"neutral","social web nach altersklassen note eins fr die erwachsenen  neue daten aus dem pew research center zeigen d "
"positive"," und weils so schn war gleich nochmals live concert zurich switzerland  greentour  letzigrund"
"neutral","tupafun mit fakten bzw unntzes wissen fr euch  ber "
"positive"," gut dann brechen wir unsere rercherche ab "
"positive"," guten tag verehrte fahrscheine h fahrgste piotr schuff"
"neutral","fuball shliga psv neumnster tura meldorf zur pause nicht unverdient psv tut sich schwer chancen zu kreieren drckt aber"
"neutral"," rauchst du  nicht mehr kiffst du  nicht mehr trinkst du  mig mchtest du auch mal am nagellackentferner riech"
"positive"," lieben dank das wnsche ich euch auch "
"neutral","  zusammensetzung viagra mg"
"neutral","look back oldieband  musiker  knstler  bands  adoode de  kostenlose  kleinanzeigen rhrenjeans petticoats "
"neutral","deutschgriechische versammlung kommunale partnerschaften strken "
"neutral","  porsche  tuning  umbau heck stabilisieren "
"neutral","was am freitag wichtig wird "
"positive"," hahahah gute ausrede  d"
"neutral"," es gehrt viel mut dazu den arbeitsplatz zu verlassen interview mit betriebsrtin bei hampm berlin "
"neutral","eigene kinder sind vielen deutschen einfach zu teuer  kinder  familie  karriere "
"neutral"," die klassiker schlecht hin  "
"positive"," lvor nds wa  hab da ne weile nich aufgepasst"
"positive","chillen und auf isipisis neues vid warten  ischtarlt"
"neutral","ashley tisdale gibt verlobung mit rockerfreund bekannt ashley tisdale besttigte ihre verlobung mit "
"positive"," boah von denen kannst du bestimmt voll hartes zeug lernen yo krass mann yo satzzeichen sind unntig yo"
"neutral","herbststurm zieht heran wars das jetzt mit warm   news"
"neutral"," klimaschutz amp konsequente energiewende dringend ntig  derzeit gefhrdet cdufdpregierung beides massiv  "
"neutral"," und kleingedruckt in der nebenwirkung steht sicher kann zu bauchkrmpfen fhren wr nix neues hehe"
"negative"," sz international day of privacy schutz der privatsphre interessert kaum  idp"
"negative","lets play together brickforce  mist zu weit vom mikro weg ber "
"neutral"," war ihm zu mchtig kim jongun lsst buttercremetorte verbieten  newstweet"
"positive"," na und ick trste auch spter noch ma liebevolles behandeltwerden kann man nie genug bekommen "
"neutral"," unser team sucht verstrkung  praktikum  personalmarketing  hamburg  eslohntsich"
"negative","und wenn der tweet auch noch so schlecht ist von meinen homies aus dem fdportsverband gibts immer nen stern oh "
"neutral"," vols"
"positive"," bin fast immer ruhig whrend den spielen "
"neutral","obama spricht in rede an nation ber syrien "
"neutral"," wenn ich ruhe sage meine ich das auch so gerade will man mich nicht ertragen "
"negative"," uach keinen stern dafr "
"neutral","bersichtliche tabelle verhindert falsche trainingssteuerung eine ausfhrliche tabelle listet alle relevanten ste "
"negative"," "
"neutral"," du kannst dich ohne ende abrackern um jnger zu erscheinen oder dich zurcklehnen enspannen und dein wahres alter geni"
"positive","hoffe nen er oder ne aklasse  lasttweet"
"neutral"," game of thrones the mountain fr staffel wieder neu besetzt  got "
"positive"," text me baybay "
"positive"," ichihn anschauen lach jtz hast dus versaut  neben ihn in bett leg"
"neutral","bse mdchen haben viel mehr spa "
"positive"," ayyee girls "
"neutral","today stats laden via today stats geht auch nicht today stats ipad ios laden "
"positive"," keine titten kein wunder"
"neutral","  eishockey  oberliga oberliga nord adendorfer ec nicht fr groen kampf belohnt gegen rostock  adendorf"
"neutral","bayern munich vs chelsea philipp lahm penalty bayern munich  fotmob"
"neutral","chrterchraft h was "
"neutral","einfach nur retweeten bitte bitte bitte  mtvhottest justin bieber"
"negative","kein schwein ruft mich an keine sau interessiert sich fr mich "
"neutral","sportchef kritisiert kreuzer erkennt zu viel gucci beim hsv via "
"neutral","  kinderkanal piets irre pleiten  motorvision motorheads  n nachrichten  nickcc lucky fred  ntv nachrichten  rbb rbb aktuell"
"neutral"," ily"
"positive","omg your speech was touching and really meant we could feel your pain through your beautiful speech hes looking down u "
"neutral","lebensmittelberwachung hessen ekelpranger im internet abgeschaltet rheinmain frankfurter rundschau "
"positive","eeeeeeendlich  tooooooor caps  kevin puschnik erlst uns von dem fehervartorbann nach saisonminuten  vicavs "
"neutral","rallyepilotin janina depping erliegt schweren verletzungen "
"neutral"," ok danke also kmen zu den noch nk mit prmie hinzu interessante diskussion aber in zeiten schwierig "
"neutral","ohn auch noch frauen und d weise ichbrauchegleichberechtigung viel wichtiger als dissertationsprojekt angenommen  ichbrauchefeminismus"
"neutral","samstag oktober mainfrnkische zeitung jugend erfreut verwundete im rahmen der "
"negative"," die war wohl kurz down"
"positive","freut mich die bekanntschaft von der verrckte hutmacher zu machen   ipad  ipadgames  gameinsight"
"neutral"," ihr kennt leute die keinen tofu mgen  diese tofubllchen berzeugen jeden  "
"neutral","trotz energiewende spdchef gabriel setzt weiter auf kohle spdchef sigmar gabriel rckt vom ziel eines rasc "
"neutral","denn guter rat muss nicht teuer sein "
"neutral","new post bn bonn motorradfahrer erheblich alkoholisiert sozia beschimpft polizisten "
"positive","bin grad dabei dem weekend fett den roten teppich auszurollen    geniet das weekend freunde und macht euer ding    p"
"neutral","ks erwartet schwach "
"negative"," ehrlich gesagt find ich sehen die headset trger noch alberner aus g"
"neutral","kleine kinder und albtrume vertragen sich nicht gut gar nicht jetzt darf auch ich ins bett  nervenwiedrahtseile  gutenacht"
"neutral","kitzbhel tourismus engagiert gerhard walter "
"positive"," zum geburtstag kun  lange alt immer schn "
"neutral"," ich brauche ein bier"
"negative","unntzes wissen  "
"neutral","wenn einwanderinnen aus westeuropa per se keinen migrationshintergrund haben knnen  schauhin"
"positive"," hehehehehhe lebesteha assal koko"
"neutral","warum bei ea beschweren  humble origin bundle glatte beine  "
"neutral","ses oder saures  hier gibts scharfes  "
"neutral","militreinsatz gegen assad obama will in syrien den alleingang wagen das britische parlament hat sich dem sy "
"neutral","new post meine kleinen lieben "
"neutral","okie dokie im chillen doe "
"negative"," yes aber auch viel negative scheie "
"positive"," brahahahahahah danke das war schn  domian"
"neutral"," solid reference"
"neutral","sky deutschland so sehn sieger aus christian venus prsentiert den sky song zur bundesliga "
"positive"," oo wir knnen reden nach dem spa grins da sagt papa zu allem jaa grins"
"neutral"," wei dogge caja weiblich taub braun deutschestraenminiatur jessy weiblich genialer kater norwegische waldkatze "
"neutral","aktien frankfurt ausblick kaum verndert berichtssaison fedsitzung frankfurt dpaafx  brse  aktien"
"neutral","international nani verlngert in manchester bis manchester united hat den vertrag mit dem port "
"neutral","  nsa chef keith alexander verteidigt sphprogramme und fordert ende der enthllungen nd"
"neutral","mir sitzt einer mit nem it should work tshirt gegenber was der wohl fr n beruf hat    "
"neutral"," und  genug gezappelt      kaffee wr jetzt gut oder   "
"neutral","fr alle die ein problem mit der  klte haben richtung  wochenende deutet sich wrmeres  wetter an  herbst jj"
"neutral","wechselwirkung bzw gemeinsame problematik "
"neutral","einbalsamierte "
"positive"," hbsch  o o"
"positive"," endlich anerkannt in wiens bobo lokalen "
"positive"," hoffen viele aber oft eben auch unterschiedliche hoffnungen da liegt das problem "
"positive","geht der reiverschluss auf  ja o krieg nicht auf achso du meinst ganz   d"
"positive","freie bahn mit marzipan   travel a pic "
"positive"," ich bin ein wenig stolz zu genau der generation zu gehren die sowohl von ihren eltern als auch von ihren kindern unterst"
"positive"," der die hats nun genervt weggepackt mit den worten nix geht hier "
"neutral","guten wochenstart euch allen aus wrzburg "
"neutral","versicherungsmakler "
"positive","  halamadrid hihi da haste was verpasst danke frs folgen und viel spa auf meiner tl "
"neutral","checkliste berufliche  weiterbildung entscheidung qualitt frdermglichkeiten kosten abschluss "
"positive"," auch voll geil mit nem spezialflieger aus mallorca zurckgeflogen werden "
"neutral","kostenexplosion bei bil dollar fr uskriegsinvaliden verstrkt den drang zu "
"neutral","eure reiseleiter aus halle mit melanie jaeger nach ihrem auftritt "
"neutral","brauch ablenkung"
"positive"," danke wre schn gru a"
"positive"," schlaf gut und trume was schnes lt"
"positive","jaime beaucoup bastian et je le vois jamais ich spreche nicht deutsch sorry  danke "
"positive","world class lol victor anichebe goals in season  goodness "
"neutral","faule pfel werden neue  ezbchef draghi definition notleidender kredite muss harmonisiert werden vor min echtzeitnachricht"
"neutral","  lastminute  urlaub  viele chancen zum  geld  sparen "
"neutral"," was sich einmal fest gesetzt hat "
"neutral","  asvlive weie elf erhht den druck asv kontert friesen verzieht knapp"
"neutral","kein wunder wenn man unerwarteten besuch bis halb nachts bekommt "
"negative","ich kann dir auch gerne wieder entfolgen o dann nicht "
"positive"," das klingt so toll viel spa  "
"neutral"," kleinanzeigen kraftfahrer mit fhrerschein klasse ce gesucht mw in hamburg die te  jobs  spedition"
"positive"," schafi liebevoll bers kpfchen streich"
"neutral","niederbayern blow up gefahr gebannt "
"neutral"," partei zu zukunftstechnologien wie der grnen gentechnik und ihrem hang zum verbot als lsung schwere entscheidung"
"positive"," nein aber awwww danke du auch "
"neutral"," kurzbersicht was wir  piraten im bundestag erreichen wollen  btw bo "
"neutral","liebe ist dem anderen etwas geben oder fr ihn tun ohne etwas dafr zu erwarten "
"neutral"," onliekommunikation erzeugt soziale klte  symbolbild "
"neutral","soooo jetzt werden erstmal meine ganzen nachrichten beantwortet was macht ihr noch schnes     "
"neutral","a erweitert glasfasernetz "
"neutral","eplayer vorbericht ac mailand fc barcelona titel barca frchtet milan kein selbstlufer kanal champions league"
"positive"," ah hatte nur bis radolfzell geschaut wegen ticket aber so isses fast normal "
"neutral","gcaufstellung gegen ls brki lang vilotic grichting bauer salatic abrashi feltscher caio vonlanthen ben khalifa hopp gc  "
"neutral","warum nur filme crowdfunden warum nicht gleich ein ganzes festival  das fankfurter geht neue wege "
"neutral"," weils so schn war pls rt kontaktdaten wahlkampfzentrale  piraten nrw tel uhr email "
"negative","ich merk schon auf  adn hlt man mich noch fr seris muss den avatar tauschen  hitzekoller"
"neutral","polrow vertrauen verspielt teure arbeitsmaschine gestohlen spanngurte gerissen einbruch in blumenladen "
"neutral","jack wird sich einfach zwangverheiraten amp der fragt frank vorher gar nicht "
"neutral","polwaf oelde radfahrer leicht verletzt news aktuell pressemitteilung polwaf oelde radfahrer  oelde"
"neutral","wahre liebe bedarf oft keine worte"
"negative","leben bedeutet vertrauen verlieren "
"neutral","lost planet die auswirkungen extremer klte auf den menschlichen krper "
"neutral","preist den herrn und ruft seinen namen aus verkndet seine groen taten allen vlkern  "
"neutral","bitte hilf uns uns besser zu machen    dauert keine minuten  sag uns deine meinung "
"neutral","  f der neue red bull rb fr kommt mit ein paar unkonventionellen lsungen kndigt helmut marko an amus "
"negative"," dass seiner fragen zu nsa amp frankreich gestellt hat zeigt dass er lichtjahre vom whler entfernt ist sch"
"neutral"," wo  seitlich mitte oben unten  "
"neutral","web sexkontakte aus deiner nhe sex schweiz"
"neutral","kostenlos spielen kiez king browserspiel kiez king game im rotlichtmilieu jetzt online mitmachen"
"positive"," nighttimeline das ist die zeit am tag wos hier um brste und so scheiss geht  "
"neutral"," es fhlt sich nicht richtig an wenn man das phnomen hat und genau weis was man an dem tag gemacht hat"
"negative","  verletzt ich habs verdient "
"neutral","retouch display at samsung brand shop samsung mobile purwakarta "
"neutral"," wenn peter ramsauer im tv spricht erwarte ich immer dass der ziegenpeter im hintergrund eine kuh vorbei treibt "
"negative"," damit machst du dir den rhythmus dann komplett kaputt versuch mal komplett wach zu cont "
"positive"," haste wohl ne gute ausstrahlung d"
